@relation tweet_feets

@attribute proper-nouns numeric
@attribute colons-semicolons numeric
@attribute 3person numeric
@attribute commas numeric
@attribute coord_conj numeric
@attribute slang numeric
@attribute uppercase numeric
@attribute average-len-sent numeric
@attribute 2person numeric
@attribute number-sentences numeric
@attribute wh-words numeric
@attribute paranthesis numeric
@attribute past-tense numeric
@attribute ellipses numeric
@attribute common-nouns numeric
@attribute adverbs numeric
@attribute future-tense numeric
@attribute average-len-tokens numeric
@attribute 1person numeric
@attribute dashes numeric
@attribute class {Popstarts, News}

@data
1,1,1,0,0,0,1,0,0,0,0,2,2,0,0,0,1,6,4,3,News
0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,12,4,1,News
0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,3,1,News
0,0,0,0,1,0,2,0,0,0,0,6,0,0,0,0,1,10,4,1,News
0,0,0,0,0,0,1,0,0,1,0,6,2,0,0,0,1,18,4,1,News
0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,1,4,5,News
0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,5,5,1,News
0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,12,4,1,News
0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,3,4,3,News
0,0,0,0,1,0,0,0,1,0,0,2,3,0,0,0,0,14,4,1,News
0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,9,5,1,News
2,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,1,6,4,3,News
0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,4,4,3,News
0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,10,5,1,News
1,0,1,0,2,0,0,1,0,0,0,6,1,1,0,0,1,7,4,3,News
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,6,1,News
0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,8,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,6,7,1,News
0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,10,4,1,News
0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,8,4,1,News
0,0,0,0,0,1,0,0,0,0,0,8,1,1,0,0,0,7,5,3,News
0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,6,1,News
0,0,0,0,0,0,1,1,0,0,0,5,3,0,0,0,1,6,4,3,News
0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0,2,3,5,News
0,0,0,0,0,0,0,0,0,1,0,7,4,0,0,0,0,16,6,1,News
0,0,0,0,1,0,1,0,0,0,0,4,0,4,0,0,0,4,4,5,News
0,0,0,0,0,0,0,0,4,0,0,4,7,0,0,0,0,21,3,1,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,7,1,News
0,0,1,0,0,0,0,1,0,0,0,2,3,0,0,0,0,4,4,3,News
0,0,1,0,0,0,0,1,0,0,0,2,6,0,0,0,1,17,6,1,News
0,0,1,0,1,0,0,0,0,0,0,2,3,0,0,0,0,9,5,1,News
1,0,1,0,0,0,0,1,0,0,0,3,1,0,1,0,0,6,4,3,News
1,0,0,0,1,0,0,1,0,0,0,2,3,2,0,0,0,14,5,1,News
0,1,0,0,0,0,1,0,1,0,0,3,2,0,0,0,0,9,3,1,News
2,0,0,0,1,0,1,0,1,0,0,4,2,1,1,0,0,20,4,1,News
0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,9,3,1,News
0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,8,7,1,News
0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,11,3,1,News
0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,11,4,1,News
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,1,News
0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,5,5,1,News
1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,9,4,1,News
0,0,1,0,0,0,1,1,0,0,0,8,1,1,0,0,0,19,4,1,News
0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,18,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,13,5,1,News
0,0,1,0,0,0,1,1,0,0,0,5,2,0,0,0,0,17,4,1,News
0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,7,6,1,News
1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,4,6,3,News
0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,6,6,1,News
0,0,1,0,0,0,0,0,2,0,0,2,2,0,0,0,0,11,4,1,News
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,5,1,News
0,0,1,0,0,1,0,0,0,0,0,4,0,2,0,0,1,13,3,1,News
0,0,1,0,0,0,0,0,0,1,0,2,2,1,0,0,0,13,4,1,News
0,0,0,0,2,0,0,0,0,0,0,3,2,1,0,0,1,9,6,1,News
2,0,0,0,1,0,0,1,0,1,0,2,5,1,0,0,0,6,3,3,News
0,0,0,0,1,0,0,0,0,0,0,3,5,0,1,0,0,5,4,3,News
0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,11,5,1,News
0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,11,5,1,News
0,0,0,0,2,0,0,1,1,0,0,8,0,1,0,0,0,19,4,1,News
0,0,0,0,1,0,1,2,0,1,0,12,2,0,0,0,1,29,3,1,News
0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,8,1,News
1,2,0,1,0,0,0,0,0,0,0,6,1,1,0,2,0,8,4,3,News
0,0,0,1,0,0,2,1,1,0,0,6,0,0,0,0,0,5,5,3,News
0,0,0,0,1,0,0,1,0,0,0,3,0,1,1,0,0,8,5,1,News
0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,8,8,1,News
0,1,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,6,5,3,News
0,0,0,1,0,1,0,1,1,0,0,3,3,0,0,0,1,16,4,1,News
0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,12,5,1,News
0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,10,4,1,News
0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,10,5,1,News
0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,11,6,1,News
1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,4,3,News
0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,0,0,10,3,1,News
0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,11,3,1,News
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,6,1,News
0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,7,4,1,News
0,0,2,0,0,1,1,0,0,0,0,5,0,1,0,0,0,5,4,5,News
0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,6,5,3,News
0,0,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,11,5,1,News
0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,9,5,1,News
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,10,1,News
0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,4,10,1,News
0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,8,5,1,News
2,0,0,0,1,0,0,1,0,0,0,2,0,2,1,0,0,10,3,1,News
0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,8,5,1,News
0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,9,4,1,News
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,3,4,3,News
0,0,0,0,2,0,0,0,0,0,0,5,1,2,1,0,1,6,4,3,News
0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,10,4,1,News
0,0,0,0,0,0,0,1,0,0,0,4,4,0,1,0,1,18,3,1,News
1,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,3,5,5,News
0,0,0,0,0,0,1,0,0,0,0,2,4,1,0,0,0,10,6,1,News
0,0,1,0,1,0,0,0,0,1,0,2,3,1,0,0,0,13,5,1,News
0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,1,14,3,1,News
0,0,0,0,1,0,2,0,0,1,0,7,2,0,0,0,0,15,4,1,News
0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,4,3,News
0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,13,4,1,News
0,0,1,0,1,0,1,0,0,0,0,5,3,0,1,0,1,3,3,7,News
0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,2,15,4,1,News
0,0,0,0,0,0,0,0,1,0,0,2,6,0,0,0,0,13,5,1,News
0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,7,5,1,News
0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0,0,12,4,1,News
0,0,0,0,0,0,1,0,2,0,0,6,3,1,0,0,0,16,4,1,News
0,2,0,0,0,0,1,1,0,0,0,7,1,0,0,0,0,8,4,3,News
0,0,1,0,0,0,0,0,0,0,0,5,3,2,1,0,0,17,4,1,News
2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,4,1,News
0,0,0,0,1,0,0,1,1,0,0,2,5,1,0,0,0,18,3,1,News
0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,13,5,1,News
0,0,0,0,0,0,2,0,0,0,0,2,7,0,0,0,1,22,4,1,News
4,2,0,0,1,0,0,0,1,0,0,4,1,4,0,1,1,3,3,9,Popstarts
0,1,0,1,0,0,0,1,0,0,0,5,2,1,0,0,2,7,4,3,Popstarts
0,0,2,1,0,0,0,0,1,0,0,3,1,1,0,0,0,5,4,3,Popstarts
0,1,0,0,0,0,0,0,1,0,0,4,3,0,0,0,1,2,3,7,Popstarts
2,0,0,2,2,0,0,0,1,0,0,7,4,2,0,1,1,4,3,7,Popstarts
2,2,0,0,0,1,3,1,1,0,0,7,2,5,0,1,1,33,3,1,Popstarts
2,2,1,2,3,0,2,1,1,0,0,9,1,2,0,2,1,11,3,3,Popstarts
0,0,0,0,0,0,1,0,0,1,0,5,4,0,0,0,0,18,3,1,Popstarts
0,0,0,0,2,0,0,0,0,0,0,3,4,0,0,0,0,16,4,1,Popstarts
1,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,5,3,3,Popstarts
4,2,0,0,0,1,1,1,1,0,0,10,2,3,0,2,1,4,3,9,Popstarts
0,0,1,0,1,0,0,0,1,0,0,9,4,1,0,2,1,3,4,9,Popstarts
2,3,0,0,0,0,0,0,1,0,0,12,3,1,0,0,9,5,4,5,Popstarts
1,1,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,6,5,3,Popstarts
1,1,0,0,1,0,0,1,1,0,0,9,1,0,1,0,1,8,4,3,Popstarts
1,5,0,0,1,0,1,0,2,0,0,10,4,1,0,2,1,3,3,9,Popstarts
0,1,0,1,1,0,1,0,1,0,0,7,2,1,0,0,0,5,3,5,Popstarts
1,1,1,0,1,0,0,0,2,0,1,8,1,0,0,0,0,5,3,5,Popstarts
0,1,0,0,0,0,1,0,0,0,1,5,1,1,1,0,0,4,3,5,Popstarts
0,1,1,1,0,0,2,0,0,0,0,6,0,2,0,0,0,7,3,3,Popstarts
0,4,1,0,1,0,1,1,1,0,0,6,2,1,0,1,3,8,3,3,Popstarts
3,0,0,0,2,1,0,0,0,0,0,7,2,1,1,0,2,8,4,3,Popstarts
1,0,0,1,0,0,0,0,1,0,1,5,2,0,0,0,1,2,3,5,Popstarts
1,2,1,1,2,0,0,0,1,0,0,6,2,1,0,0,1,3,3,9,Popstarts
0,0,0,0,0,0,0,0,1,0,1,5,1,1,0,0,1,2,3,5,Popstarts
0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,2,6,5,Popstarts
0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,2,4,3,Popstarts
0,1,0,0,1,1,0,0,1,0,0,5,1,3,0,2,0,4,4,5,Popstarts
1,2,1,0,2,0,0,0,0,0,0,8,1,2,0,3,1,5,3,5,Popstarts
0,0,0,2,1,0,5,0,1,0,1,5,6,1,0,0,0,9,3,3,Popstarts
0,0,0,0,0,0,1,0,0,1,0,5,4,0,0,0,0,19,3,1,Popstarts
0,1,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,3,5,Popstarts
2,0,1,0,1,0,1,0,1,0,0,6,1,2,0,1,0,5,3,5,Popstarts
0,0,0,0,0,0,1,0,1,0,0,3,4,1,0,0,0,5,4,3,Popstarts
1,1,0,1,0,0,0,0,1,0,0,3,2,0,0,0,1,3,3,5,Popstarts
0,0,0,0,0,1,0,0,1,0,1,6,2,1,1,0,1,4,4,5,Popstarts
0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,18,2,1,Popstarts
2,0,0,0,0,0,0,0,1,0,0,5,1,2,0,0,1,5,4,5,Popstarts
0,0,1,0,2,0,1,0,1,0,0,4,2,3,0,0,0,5,4,5,Popstarts
0,2,0,0,2,0,0,0,1,0,0,13,3,1,0,2,1,9,4,3,Popstarts
1,1,0,1,0,0,0,0,0,0,0,15,2,1,0,1,10,3,3,9,Popstarts
0,0,2,1,3,0,1,0,0,0,0,5,3,2,0,0,0,6,3,5,Popstarts
0,0,1,0,1,0,0,1,1,0,0,10,2,1,0,1,3,7,4,3,Popstarts
0,1,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,3,3,5,Popstarts
0,0,0,1,0,0,0,1,0,0,0,4,1,1,0,0,0,5,4,3,Popstarts
1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,3,3,3,Popstarts
1,2,0,0,0,0,0,0,1,0,0,5,4,1,0,0,0,3,3,7,Popstarts
0,0,0,0,0,0,0,1,0,0,0,7,4,1,1,0,1,2,3,9,Popstarts
1,3,0,0,0,0,0,1,1,0,0,9,1,0,0,0,12,8,3,3,Popstarts
0,0,0,0,0,0,1,1,2,0,0,7,7,1,0,0,1,9,3,3,Popstarts
1,2,0,0,2,0,1,1,1,0,0,8,3,2,0,1,1,4,3,7,Popstarts
2,1,0,0,2,0,0,1,1,0,0,10,2,2,1,2,12,9,3,3,Popstarts
0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,4,4,3,Popstarts
1,0,1,0,0,0,0,0,1,0,0,6,1,0,0,0,1,3,4,5,Popstarts
0,0,0,0,1,0,0,0,0,0,2,3,0,1,0,0,0,2,3,7,Popstarts
2,1,0,0,1,0,0,0,1,0,0,4,1,2,0,0,0,3,4,7,Popstarts
0,0,0,0,0,0,1,0,0,1,0,6,4,0,0,0,1,19,2,1,Popstarts
0,0,0,0,0,0,2,1,1,0,0,4,3,0,0,0,0,13,3,1,Popstarts
0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,2,2,3,Popstarts
0,0,1,1,0,0,1,0,1,0,0,8,6,0,0,0,3,10,3,3,Popstarts
3,2,0,0,0,0,0,0,3,0,0,5,1,1,1,0,1,6,3,5,Popstarts
1,4,0,1,2,0,0,0,1,0,0,5,3,2,0,3,4,2,3,11,Popstarts
2,0,1,0,0,0,1,0,0,0,0,7,2,1,1,0,0,6,3,5,Popstarts
0,1,0,0,0,0,0,1,0,0,0,3,3,0,0,1,0,12,3,1,Popstarts
2,0,0,1,2,0,3,1,0,0,0,6,3,1,0,0,1,9,4,3,Popstarts
0,0,0,0,1,0,0,1,1,0,0,4,4,1,0,0,1,18,4,1,Popstarts
0,0,0,2,2,0,3,0,1,0,1,6,10,0,0,0,0,4,3,7,Popstarts
1,2,1,0,1,0,0,0,0,0,0,7,1,1,0,0,3,7,4,3,Popstarts
0,1,0,0,1,0,0,0,1,0,0,12,3,2,0,1,5,4,4,5,Popstarts
0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,2,3,3,Popstarts
0,0,0,0,0,0,1,0,1,1,0,6,3,0,0,0,1,19,2,1,Popstarts
2,4,0,0,0,0,0,0,1,0,0,10,3,2,0,1,16,6,3,5,Popstarts
1,1,0,0,0,0,0,0,1,0,0,5,3,1,0,0,1,6,4,3,Popstarts
1,4,2,1,4,0,0,1,1,0,0,6,3,3,0,3,4,6,3,5,Popstarts
1,0,0,1,3,0,0,0,1,0,0,7,2,2,0,1,1,9,3,3,Popstarts
1,0,0,0,2,0,0,0,1,0,0,6,0,1,0,1,0,3,3,5,Popstarts
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,3,1,Popstarts
2,1,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,5,4,5,Popstarts
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,4,1,Popstarts
2,4,0,0,1,0,0,0,1,0,0,7,4,2,0,2,4,4,3,7,Popstarts
1,1,0,0,1,0,0,1,1,0,0,15,1,2,0,2,13,5,4,5,Popstarts
0,0,0,0,1,0,0,1,0,1,0,2,2,1,0,0,0,6,3,3,Popstarts
2,1,1,1,0,0,0,0,1,1,0,9,1,0,1,0,1,9,3,3,Popstarts
4,4,0,0,3,1,0,0,1,0,0,9,2,1,0,5,6,5,3,7,Popstarts
0,0,0,0,1,0,0,0,1,1,0,7,3,0,1,0,2,9,4,3,Popstarts
1,0,1,1,2,0,0,0,1,0,0,5,0,0,0,0,0,3,3,5,Popstarts
2,1,0,1,1,0,1,0,1,0,0,4,2,0,0,0,0,9,3,3,Popstarts
0,0,0,0,0,0,1,0,0,0,0,9,3,0,0,0,0,5,4,5,Popstarts
1,0,0,0,0,0,1,0,1,0,0,2,4,2,0,0,1,4,3,5,Popstarts
2,1,0,0,0,0,0,0,1,0,0,8,1,1,0,0,5,3,3,7,Popstarts
2,0,0,2,3,0,0,0,1,0,0,7,1,4,0,1,0,4,3,7,Popstarts
1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,6,4,3,Popstarts
1,2,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,6,4,3,Popstarts
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,Popstarts
0,2,2,0,0,0,1,0,1,0,0,4,0,1,0,0,0,4,3,5,Popstarts
0,1,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,2,4,5,Popstarts
1,0,1,0,0,0,1,0,1,0,0,3,1,1,0,0,1,15,3,1,Popstarts
1,0,0,2,1,0,1,1,1,0,0,9,2,3,0,2,2,5,3,5,Popstarts
3,2,0,2,2,0,0,0,1,0,0,6,5,1,0,1,1,4,3,7,Popstarts
0,0,0,0,0,0,2,1,1,0,0,3,4,0,0,0,0,13,3,1,Popstarts
0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,4,2,3,Popstarts
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,4,3,Popstarts
0,0,1,0,3,0,0,1,1,0,0,8,2,0,0,0,1,4,3,7,Popstarts
0,0,0,0,2,0,1,0,1,0,0,9,1,0,0,0,0,8,3,3,Popstarts
0,0,1,1,1,0,2,0,1,0,0,8,1,0,0,0,0,23,4,1,Popstarts
1,1,1,0,2,0,0,0,1,0,0,6,1,1,0,1,1,3,3,7,Popstarts
1,2,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,4,4,5,Popstarts
2,0,0,0,1,0,0,0,1,0,1,3,1,3,0,1,2,3,4,5,Popstarts
0,3,0,0,1,0,0,1,1,0,0,11,3,1,0,3,1,6,3,5,Popstarts
2,1,0,0,0,1,0,0,1,0,0,7,0,1,0,0,1,5,3,5,Popstarts
2,0,0,2,2,0,0,0,1,0,0,4,4,2,0,1,0,6,3,5,Popstarts
1,1,0,0,0,0,1,0,0,1,0,5,0,1,0,1,0,6,3,3,Popstarts
2,0,3,0,0,0,0,0,1,0,1,7,0,0,0,0,0,2,3,9,Popstarts
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,2,5,3,Popstarts
2,2,0,0,1,0,0,0,1,0,0,7,6,1,0,2,5,3,3,11,Popstarts
0,0,0,0,0,0,1,1,1,0,0,6,4,0,0,0,0,22,4,1,Popstarts
2,0,0,0,1,0,1,0,0,0,0,3,1,2,0,0,0,8,3,3,Popstarts
2,0,0,0,0,0,0,0,1,0,0,5,3,1,0,0,0,4,3,5,Popstarts
2,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0,1,3,3,5,Popstarts
0,0,0,0,1,0,0,0,0,0,2,3,2,2,0,0,0,4,3,5,Popstarts
0,0,0,0,1,0,0,1,1,0,0,7,7,1,0,0,2,4,3,7,Popstarts
0,3,0,0,0,0,0,1,1,0,0,12,3,1,0,2,3,4,3,5,Popstarts
0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,4,3,Popstarts
0,0,0,0,1,0,0,0,1,0,0,11,3,3,0,2,1,4,4,7,Popstarts
0,0,0,0,0,0,2,1,1,0,0,3,4,0,0,0,0,13,3,1,Popstarts
2,1,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,4,4,5,Popstarts
1,2,1,1,0,0,0,0,1,0,0,7,1,2,0,0,1,5,3,5,Popstarts
1,1,0,1,0,0,1,0,0,0,0,4,1,3,0,0,0,3,4,7,Popstarts
0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,4,2,5,3,Popstarts
1,2,1,0,0,1,0,0,1,0,0,7,2,1,1,1,1,6,3,5,Popstarts
0,0,0,0,0,0,1,0,1,0,0,6,2,1,0,0,0,7,4,3,Popstarts
1,2,0,0,2,0,1,0,1,0,1,6,3,3,0,1,0,3,3,9,Popstarts
1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,4,3,Popstarts
0,2,1,0,1,0,0,0,1,0,0,7,2,4,0,0,7,3,3,7,Popstarts
2,0,0,0,1,1,0,0,1,0,0,4,3,1,0,0,1,4,3,7,Popstarts
2,0,1,0,0,0,0,0,1,0,0,5,3,3,0,1,1,5,3,5,Popstarts
0,0,0,0,0,0,1,1,1,0,1,5,3,2,1,0,1,4,2,5,Popstarts
0,1,0,0,1,0,0,0,1,0,0,11,2,3,0,3,1,3,4,7,Popstarts
1,0,0,0,0,0,1,0,1,0,1,9,3,4,1,1,0,3,3,9,Popstarts
2,1,0,1,1,1,0,0,0,1,0,7,0,0,0,0,1,5,3,5,Popstarts
0,0,0,1,0,0,0,1,1,0,0,6,6,0,0,0,0,30,3,1,Popstarts
2,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,1,4,4,5,Popstarts
1,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,2,1,4,5,Popstarts
0,0,0,0,0,0,2,0,1,0,1,4,6,0,0,0,0,2,3,9,Popstarts
0,0,0,0,0,0,2,1,1,0,0,3,4,0,0,0,0,13,3,1,Popstarts
4,1,2,1,2,0,0,0,0,0,0,2,0,3,0,1,0,9,2,3,Popstarts
1,3,0,0,1,0,0,0,2,0,0,11,2,1,0,2,1,3,3,9,Popstarts
3,0,0,1,0,0,0,1,7,0,2,6,1,4,1,0,0,7,2,5,Popstarts
4,0,1,0,1,0,1,0,0,0,0,4,2,2,0,1,2,6,3,5,Popstarts
0,1,1,1,2,0,0,0,1,0,0,7,2,1,0,0,2,6,4,3,Popstarts
1,0,2,0,0,0,0,1,0,0,0,4,2,1,0,0,1,8,3,3,Popstarts
0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,2,3,3,Popstarts
1,1,0,1,1,0,0,1,1,0,0,8,1,1,1,0,0,27,3,1,Popstarts
1,1,1,0,1,0,0,1,1,0,0,5,1,3,0,1,1,9,3,3,Popstarts
0,4,0,0,1,0,0,1,1,0,0,6,2,2,1,1,8,2,3,9,Popstarts
0,0,1,0,0,0,2,1,2,0,0,4,7,1,0,0,0,9,3,3,Popstarts
1,1,1,1,3,0,1,0,1,0,0,8,1,2,0,1,4,8,4,3,Popstarts
1,2,0,0,1,0,0,0,1,0,0,11,3,2,0,1,4,4,3,7,Popstarts
2,0,0,1,0,0,0,0,1,0,0,8,1,5,0,1,0,5,4,5,Popstarts
1,1,1,0,1,0,1,0,1,0,0,5,0,3,1,1,0,6,4,3,Popstarts
1,0,0,0,1,1,0,0,2,0,0,8,1,1,0,0,0,9,3,3,Popstarts
1,3,0,0,3,0,1,1,1,0,0,8,1,5,0,2,1,29,3,1,Popstarts
2,3,0,0,1,0,0,0,1,0,1,7,1,4,1,2,2,3,3,9,Popstarts
1,1,1,1,0,1,1,0,0,0,0,5,1,0,0,0,0,7,4,3,Popstarts
0,2,3,0,3,0,1,0,1,0,0,3,2,3,1,0,0,6,3,5,Popstarts
0,0,0,0,1,0,0,0,0,0,1,5,1,0,0,0,1,4,5,3,Popstarts
0,0,0,0,0,0,2,1,1,0,0,3,4,0,0,0,0,13,3,1,Popstarts
3,2,0,0,3,0,0,1,1,0,0,11,1,1,0,1,1,6,3,5,Popstarts
1,3,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,4,3,5,Popstarts
0,0,0,2,0,0,2,1,0,0,0,3,0,1,0,0,0,11,4,1,Popstarts
2,0,0,0,3,0,1,0,1,0,1,6,2,2,0,1,2,4,3,5,Popstarts
0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,2,1,Popstarts
0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,4,3,3,Popstarts
0,0,1,0,0,0,1,1,1,0,0,3,4,1,1,0,1,7,3,3,Popstarts
0,1,0,0,0,1,0,0,0,1,0,3,0,1,1,0,0,4,4,3,Popstarts
0,0,0,0,0,0,0,0,1,1,0,3,5,2,1,0,0,7,4,3,Popstarts
0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,1,0,2,3,5,Popstarts
0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,2,1,Popstarts
1,4,0,0,1,0,1,1,1,0,0,5,2,3,0,1,1,6,3,5,Popstarts
1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,3,3,3,Popstarts
0,1,1,1,0,1,0,0,2,0,0,4,3,1,0,0,2,8,3,3,Popstarts
0,1,0,0,1,0,0,0,1,0,0,5,1,2,0,1,1,6,3,3,Popstarts
0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,8,5,1,Popstarts
0,4,0,1,2,0,0,0,1,0,0,9,4,0,0,4,2,6,3,5,Popstarts
1,1,0,1,0,0,0,0,1,0,0,6,3,2,0,0,1,8,4,3,Popstarts
1,1,0,0,0,0,0,1,0,0,0,4,7,1,1,0,0,8,3,3,Popstarts
0,1,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,2,3,5,Popstarts
1,0,0,1,1,0,0,0,1,0,1,8,1,0,0,0,0,5,3,5,Popstarts
1,2,1,0,0,0,0,0,1,0,1,2,3,1,0,0,0,2,3,9,Popstarts
0,0,0,0,0,0,2,1,1,0,0,5,2,0,0,0,0,13,3,1,Popstarts
1,0,0,1,1,0,0,1,1,0,0,5,0,0,0,0,0,20,3,1,Popstarts
0,0,0,0,1,0,1,0,1,0,1,4,1,1,0,0,0,2,3,7,Popstarts
1,0,0,0,0,0,0,1,1,0,0,6,1,0,1,0,1,5,4,3,Popstarts
0,0,0,1,1,0,5,0,1,0,0,4,9,2,0,0,0,9,4,3,Popstarts
0,0,0,0,0,0,0,0,1,0,1,5,5,0,0,0,0,24,3,1,Popstarts
1,0,0,1,5,0,0,0,0,0,0,7,0,1,0,0,0,8,4,3,Popstarts
0,0,0,0,0,1,0,0,1,0,0,4,2,0,0,1,0,2,3,3,Popstarts
5,0,1,1,0,0,0,0,7,0,1,11,1,0,0,0,2,6,2,5,Popstarts
