@relation twit_classification

@attribute 1person numeric
@attribute 2person numeric
@attribute 3person numeric
@attribute coord_conj numeric
@attribute past-tense numeric
@attribute future-tense numeric
@attribute commas numeric
@attribute colons-semicolons numeric
@attribute dashes numeric
@attribute paranthesis numeric
@attribute ellipses numeric
@attribute common-nouns numeric
@attribute proper-nouns numeric
@attribute adverbs numeric
@attribute wh-words numeric
@attribute slang numeric
@attribute uppercase numeric
@attribute average-len-sent numeric
@attribute average-len-tokens numeric
@attribute number-sentences numeric
@attribute emoticons numeric
@attribute multipleexclaimation numeric
@attribute hashtags numeric
@attribute mentions numeric
@attribute numbers numeric
@attribute class {cnn, cbc}

@data
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6.0,6.0,1,0,0,0,0,0,cbc
0,0,1,0,0,0,0,0,3,0,0,9,2,3,0,2,0,10.3333333333,3.88461538462,3,0,0,2,0,0,cbc
0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,3.66666666667,3.88888888889,3,0,0,0,0,0,cbc
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,7.0,5.0,1,0,0,0,0,1,cbc
0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,9.0,3.57142857143,1,0,0,0,0,1,cbc
0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,10.0,4.5,1,0,0,0,0,0,cbc
0,0,0,1,1,0,0,0,1,0,0,6,4,0,0,0,1,17.0,4.6,1,0,0,2,0,1,cbc
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,7.0,5.33333333333,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,9.0,5.875,1,0,0,0,0,0,cbc
0,0,0,0,0,0,1,1,0,0,0,5,1,1,0,0,1,14.0,5.5,1,0,0,0,0,0,cbc
0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,11.0,5.33333333333,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,9.0,6.66666666667,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,9.0,6.375,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11.0,6.8,1,0,0,0,0,1,cbc
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,10.0,4.88888888889,1,0,0,0,0,0,cbc
0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,8.0,4.75,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,8.0,4.85714285714,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,7.0,5.71428571429,1,0,0,0,0,0,cbc
0,0,0,0,1,0,0,0,0,0,0,3,5,1,0,0,0,8.5,6.2,2,0,0,1,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,6.0,6.33333333333,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,6.0,6.66666666667,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6.0,6.5,1,0,0,0,0,0,cbc
0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1,8.0,5.42857142857,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10.0,4.11111111111,1,0,0,0,0,1,cbc
0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,9.0,3.83333333333,1,0,0,0,0,1,cbc
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,7.5,1,0,0,0,0,0,cbc
0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,8.0,5.0,1,0,0,0,0,0,cbc
0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,9.0,4.44444444444,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8.0,6.85714285714,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,6.0,4.0,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,7.0,5.83333333333,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.0,7.0,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,9.0,5.33333333333,1,0,0,0,0,0,cbc
0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,9.0,4.77777777778,1,0,0,0,0,0,cbc
0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,8.0,4.71428571429,1,0,0,0,0,0,cbc
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,7.0,4.66666666667,1,0,0,0,0,0,cbc
