@relation twit_classification

@attribute average-len-sent numeric
@attribute 3person numeric
@attribute commas numeric
@attribute uppercase numeric
@attribute hashtags numeric
@attribute adverbs numeric
@attribute numbers numeric
@attribute emoticons numeric
@attribute coord_conj numeric
@attribute multipleexclaimation numeric
@attribute 2person numeric
@attribute past-tense numeric
@attribute ellipses numeric
@attribute average-len-tokens numeric
@attribute dashes numeric
@attribute colons-semicolons numeric
@attribute number-sentences numeric
@attribute wh-words numeric
@attribute paranthesis numeric
@attribute 1person numeric
@attribute slang numeric
@attribute common-nouns numeric
@attribute proper-nouns numeric
@attribute mentions numeric
@attribute future-tense numeric
@attribute class {Obama, Colbert, Ashton, Kardashian, NeilDT, Shakira}

@data
0,0,0,0,1,0,0,0,0,0,0,8,0,2,1,0,0,8.66666666667,5.0,3,0,0,0,0,0,Colbert
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,10.0,4.8,1,0,0,0,0,0,Colbert
0,0,0,0,1,0,1,0,0,0,0,3,0,3,0,1,0,2.6,5.4,5,0,0,0,0,0,Colbert
0,1,0,1,0,1,2,0,0,0,0,3,1,1,0,0,0,5.66666666667,5.76923076923,3,0,0,1,0,0,Colbert
1,1,1,1,1,0,0,0,0,0,0,3,0,1,0,0,0,15.0,3.35714285714,1,0,1,0,0,0,Colbert
3,0,0,0,2,0,1,0,0,0,0,8,0,2,0,0,0,6.6,4.08,5,0,1,0,0,3,Colbert
1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,10.0,3.4,1,0,0,0,0,0,Colbert
3,3,0,0,0,0,2,0,1,0,0,4,1,0,0,0,1,9.33333333333,3.30434782609,3,0,1,0,0,0,Colbert
0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,0,0,4.33333333333,6.25,3,0,0,1,0,0,Colbert
2,0,0,1,1,0,0,1,0,0,0,4,5,0,1,0,1,8.0,5.05263157895,3,0,1,0,0,0,Colbert
0,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,1,6.33333333333,3.75,3,0,2,0,0,0,Colbert
1,0,3,0,2,0,0,0,0,0,0,4,1,2,0,0,0,6.33333333333,3.8125,3,0,0,0,0,0,Colbert
1,2,0,1,1,0,0,0,0,0,0,4,0,3,1,0,0,7.33333333333,4.4,3,0,2,0,0,0,Colbert
1,1,0,0,0,1,1,0,0,0,0,4,0,2,1,0,0,7.66666666667,4.89473684211,3,0,0,0,0,0,Colbert
1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,14.0,3.83333333333,1,0,0,0,0,0,Colbert
2,2,1,0,1,0,1,0,0,0,0,3,0,2,1,0,0,16.0,4.2,1,0,0,0,0,0,Colbert
0,1,2,1,0,0,1,0,0,0,0,4,0,0,0,0,0,18.0,3.1875,1,0,1,0,0,0,Colbert
0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,7.0,4.15,3,0,1,0,0,0,Colbert
0,0,1,0,0,0,0,0,1,0,0,5,2,2,0,0,0,7.0,4.35294117647,3,0,0,0,0,0,Colbert
3,0,0,0,2,0,0,0,0,0,0,5,0,3,0,1,0,7.0,3.875,3,0,0,0,0,1,Colbert
0,1,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,16.0,4.0,1,0,0,0,0,0,Colbert
0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,11.0,6.88888888889,1,0,0,0,0,1,Colbert
2,0,0,0,0,1,1,0,0,0,0,8,0,2,0,0,0,8.0,4.63157894737,3,0,0,0,0,0,Colbert
0,0,0,0,1,0,0,0,1,0,0,4,2,3,0,0,0,19.0,4.875,1,0,0,0,0,0,Colbert
0,0,1,1,1,0,1,0,0,0,0,3,0,3,0,0,0,6.0,4.0,3,0,1,0,0,0,Colbert
3,0,0,0,0,0,1,0,1,0,0,6,0,3,1,1,0,8.66666666667,3.47619047619,3,0,0,0,0,0,Colbert
0,0,2,0,2,0,1,0,0,0,0,2,5,1,0,0,0,7.33333333333,5.0,3,0,0,0,0,0,Colbert
0,2,1,0,3,0,2,0,0,0,0,3,2,1,0,1,1,9.0,4.4347826087,3,0,0,0,0,0,Colbert
1,0,1,0,0,0,1,0,0,0,0,8,2,3,0,0,0,8.66666666667,5.18181818182,3,0,0,0,0,0,Colbert
0,0,0,2,0,0,0,0,0,0,1,2,2,1,0,0,0,5.66666666667,3.46666666667,3,0,1,0,0,0,Colbert
2,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,20.0,4.5,1,0,0,0,0,0,Colbert
2,0,1,0,1,0,2,0,0,0,0,5,0,2,1,0,0,11.0,3.57692307692,3,0,1,0,0,2,Colbert
0,0,0,0,3,0,0,0,0,0,1,5,0,2,0,0,0,3.6,4.5625,5,0,0,0,0,0,Colbert
2,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,0,7.66666666667,4.33333333333,3,0,0,0,0,0,Colbert
0,0,3,0,0,0,1,0,0,0,0,6,3,1,0,0,0,5.6,5.04545454545,5,0,0,0,0,0,Colbert
2,0,0,1,1,0,0,0,0,0,0,6,1,0,1,0,0,7.33333333333,4.47368421053,3,0,1,0,0,0,Colbert
0,0,1,0,0,0,1,0,0,0,0,4,1,3,0,0,0,18.0,4.26666666667,1,0,1,0,0,0,Colbert
0,0,0,2,1,0,2,0,0,0,0,11,0,0,1,0,0,10.6666666667,4.5,3,0,2,0,0,0,Colbert
2,0,1,0,0,1,0,0,1,0,0,8,0,1,0,0,0,7.66666666667,4.45,3,0,0,0,0,1,Colbert
2,0,1,0,1,0,0,0,0,0,0,3,1,2,1,0,0,7.0,3.88888888889,3,0,0,0,0,0,Colbert
2,0,0,0,1,0,0,0,1,0,0,3,1,1,0,0,0,6.66666666667,3.33333333333,3,0,1,0,0,0,Colbert
1,0,2,0,1,0,1,0,1,0,0,3,1,1,0,0,1,8.33333333333,4.35294117647,3,0,0,0,0,0,Colbert
2,0,0,0,1,0,0,0,0,0,0,12,0,2,1,0,0,22.0,4.04761904762,1,0,0,0,0,0,Colbert
1,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,5.66666666667,4.07692307692,3,0,0,0,0,0,Colbert
1,0,0,0,3,0,1,0,0,0,0,7,0,0,0,0,0,21.0,4.70588235294,1,0,1,0,0,1,Colbert
3,0,0,0,2,1,1,1,0,0,0,8,0,2,0,1,0,24.0,4.55,1,0,0,0,0,0,Colbert
1,0,1,1,0,0,2,0,0,0,0,4,1,1,1,0,0,8.33333333333,4.25,3,0,1,0,1,0,Colbert
0,0,0,2,1,0,1,0,0,0,0,6,0,2,0,0,0,22.0,4.06666666667,1,0,0,0,0,0,Colbert
3,0,1,0,0,1,2,0,0,0,0,8,0,1,0,0,0,7.66666666667,3.77777777778,3,0,1,0,0,0,Colbert
1,0,0,0,0,1,1,1,0,0,0,6,0,2,0,1,0,8.33333333333,4.2,3,0,1,0,0,0,Colbert
1,0,0,1,2,0,1,0,1,0,0,6,0,1,0,0,0,24.0,5.0,1,0,0,0,0,0,Colbert
2,0,2,0,0,0,1,0,0,0,0,6,0,2,0,0,0,9.33333333333,3.84,3,0,0,0,0,0,Colbert
0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,3.0,4.33333333333,3,0,1,0,0,1,Colbert
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12.0,4.41666666667,1,0,0,0,0,0,Colbert
1,0,1,0,2,0,0,0,0,0,0,0,4,1,1,0,0,15.0,4.23076923077,1,0,0,0,0,0,Colbert
1,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,1,3.28571428571,4.78947368421,7,0,1,1,0,1,Colbert
0,0,2,0,3,0,0,0,0,0,0,7,1,1,0,0,0,6.66666666667,5.72222222222,3,0,0,1,0,0,Colbert
2,0,1,0,1,0,0,0,0,0,0,4,0,2,0,0,0,6.66666666667,4.5,3,0,0,0,0,0,Colbert
0,0,2,0,0,0,0,0,1,0,0,5,2,0,0,0,0,8.0,4.4,3,0,0,0,0,0,Colbert
1,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,15.0,4.41666666667,1,0,0,0,0,1,Colbert
2,0,0,1,1,2,1,0,0,0,0,6,1,1,1,0,1,10.6666666667,3.88,3,0,0,0,0,0,Colbert
0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,1,18.0,3.73333333333,1,0,0,0,0,0,Colbert
2,0,0,0,2,0,1,0,1,1,0,5,0,4,1,0,0,9.66666666667,4.1,3,0,2,0,0,0,Colbert
1,0,0,0,1,0,0,0,2,0,0,6,0,1,0,0,0,4.8,4.47058823529,5,0,1,0,0,2,Colbert
0,0,0,0,1,0,1,0,1,0,0,4,0,1,0,0,1,7.0,4.05555555556,3,0,0,0,0,0,Colbert
3,0,0,0,2,0,1,0,1,0,0,4,3,1,0,0,0,8.66666666667,4.35,3,0,1,0,0,0,Colbert
2,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,5.0,4.35714285714,3,0,0,1,0,0,Colbert
0,1,1,0,1,0,0,0,0,0,0,1,2,2,0,0,0,4.66666666667,4.5,3,0,1,0,0,0,Colbert
1,2,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,8.33333333333,4.5652173913,3,0,0,0,0,0,Colbert
2,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,3,7.66666666667,3.88235294118,3,0,0,0,0,2,Colbert
1,2,1,0,1,0,0,0,0,0,0,3,0,2,1,0,0,8.0,4.61904761905,3,0,1,0,0,0,Colbert
0,0,2,0,1,0,1,0,0,0,0,6,0,2,0,2,0,28.0,4.16666666667,1,0,0,0,0,0,Colbert
0,0,0,1,2,0,0,0,0,0,0,6,1,1,0,0,0,4.4,5.84210526316,5,0,0,1,0,1,Colbert
3,0,1,0,2,1,0,0,0,0,0,2,0,4,1,0,0,9.0,3.90909090909,3,0,1,0,0,0,Colbert
3,0,0,0,0,0,1,0,1,0,0,8,1,0,0,0,1,8.66666666667,4.38095238095,3,0,0,0,0,0,Colbert
0,0,2,0,1,0,0,0,2,0,0,5,3,1,0,0,0,9.66666666667,3.5,3,0,0,0,0,0,Colbert
1,0,1,0,2,1,1,0,1,0,0,4,0,1,0,0,0,5.66666666667,3.92307692308,3,0,0,0,0,0,Colbert
0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,6.66666666667,4.52631578947,3,0,0,0,0,0,Colbert
0,0,1,0,1,0,1,0,0,0,0,4,0,3,2,1,0,21.0,4.68421052632,1,0,1,0,0,0,Colbert
1,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,14.0,4.46153846154,1,0,0,0,0,0,Colbert
0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,23.0,4.14285714286,1,0,0,0,0,0,Colbert
0,1,1,0,0,0,0,0,1,0,0,8,0,2,1,0,0,8.0,5.31578947368,3,0,1,0,0,1,Colbert
1,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,5.33333333333,3.83333333333,3,0,0,0,0,1,Colbert
2,2,0,1,0,1,1,0,0,0,0,5,0,1,0,0,0,20.0,4.52941176471,1,0,0,0,1,0,Colbert
0,3,2,0,0,0,1,0,0,0,0,5,0,1,0,0,0,6.33333333333,5.05882352941,3,0,0,0,0,0,Colbert
3,2,0,0,1,1,1,0,0,0,0,9,3,1,0,0,1,11.0,3.62068965517,3,0,0,0,0,0,Colbert
0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,5.33333333333,4.84615384615,3,0,1,0,0,0,Colbert
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10.0,7.25,1,0,0,0,0,0,Colbert
2,0,0,1,1,1,0,0,0,0,0,4,3,2,0,0,1,5.0,4.09523809524,5,0,0,1,0,1,Colbert
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,9.0,3.85714285714,1,1,1,0,0,0,Colbert
3,0,0,0,0,1,0,0,0,0,0,3,2,3,0,0,0,7.66666666667,4.05555555556,3,0,1,0,0,0,Colbert
1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,12.0,3.44444444444,1,0,0,0,0,0,Colbert
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5.66666666667,5.5,3,0,1,0,0,0,Colbert
0,1,0,0,1,0,2,0,0,0,0,5,0,1,0,0,0,7.0,4.3125,3,0,0,0,0,0,Colbert
2,0,1,0,0,0,0,0,0,0,0,5,2,1,2,0,0,5.6,4.26086956522,5,0,1,0,0,0,Colbert
0,0,3,1,4,0,1,0,0,0,0,6,0,0,0,0,0,9.33333333333,4.0,3,0,0,0,0,0,Colbert
2,0,0,1,1,0,1,0,0,0,0,2,2,0,0,0,0,16.0,4.30769230769,1,0,0,0,0,0,Colbert
0,0,0,0,0,1,1,0,1,0,0,6,3,1,0,0,2,26.0,4.1,1,0,0,0,0,1,Colbert
1,0,0,1,1,0,1,0,1,0,0,5,3,1,0,0,0,9.66666666667,4.28,3,0,0,0,0,0,Colbert
0,0,1,0,2,0,0,0,1,0,0,4,1,1,0,0,0,6.33333333333,4.66666666667,3,0,0,0,0,0,Colbert
1,1,2,1,2,0,1,0,0,0,0,2,1,2,0,0,1,9.33333333333,4.08333333333,3,0,0,0,0,0,Colbert
2,0,2,0,2,0,1,0,0,0,0,5,0,0,1,0,0,5.2,5.04761904762,5,0,0,0,0,0,Colbert
1,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,17.0,4.625,1,0,0,0,0,0,Colbert
3,0,0,0,0,1,1,0,1,0,0,4,0,1,0,0,0,20.0,3.9375,1,0,0,0,0,0,Colbert
2,0,1,1,1,0,1,0,0,0,0,7,0,2,0,0,1,8.66666666667,4.4,3,0,1,0,0,1,Colbert
0,0,1,0,0,0,0,0,0,0,0,8,0,2,0,0,0,6.66666666667,5.05555555556,3,0,0,0,0,0,Colbert
0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5.33333333333,5.71428571429,3,0,0,0,0,0,Colbert
0,0,0,0,1,0,1,1,0,0,0,5,0,0,0,0,0,13.0,4.6,1,0,0,0,0,1,Colbert
1,0,0,1,0,0,0,0,0,0,0,3,0,1,2,0,0,15.0,4.92857142857,1,0,1,0,0,0,Colbert
1,0,1,0,0,0,1,0,0,0,0,4,0,3,0,0,0,23.0,4.05,1,0,0,0,0,0,Colbert
0,0,0,1,1,0,2,0,0,0,0,7,0,0,0,0,0,18.0,4.25,1,0,0,0,0,0,Colbert
1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,10.0,4.0,1,0,0,0,0,0,Colbert
1,1,1,0,1,0,0,0,0,0,0,4,0,2,0,0,0,3.8,4.33333333333,5,0,1,0,0,0,Colbert
2,1,0,0,1,0,0,0,0,0,0,3,2,2,1,0,0,6.66666666667,4.27777777778,3,0,1,0,0,0,Colbert
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.0,5.25,1,0,0,0,0,0,Colbert
2,0,0,0,0,0,0,1,0,0,0,9,0,1,1,0,0,4.6,4.77777777778,5,0,3,0,0,0,Colbert
1,0,1,1,1,1,0,0,0,0,0,3,7,3,1,1,1,10.6666666667,3.62068965517,3,0,1,0,0,0,Colbert
0,0,0,1,2,0,0,0,1,1,0,7,3,1,0,0,1,5.6,3.89473684211,5,0,1,0,0,1,Colbert
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8.0,4.85714285714,1,0,0,0,0,0,Colbert
1,0,2,0,0,0,0,0,0,0,0,2,2,2,0,1,0,8.33333333333,3.95238095238,3,0,0,0,0,0,Colbert
1,0,0,1,0,0,1,1,0,0,0,6,2,1,0,0,0,22.0,4.27777777778,1,0,0,0,0,0,Colbert
2,0,1,0,1,1,1,0,0,0,0,5,1,0,0,0,0,7.66666666667,4.22222222222,3,0,0,0,0,0,Colbert
0,0,0,0,2,0,2,0,0,0,0,3,5,1,0,0,0,2.77777777778,5.4375,9,0,1,0,0,2,Colbert
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6.0,4.0,3,0,0,0,0,0,Colbert
1,0,1,0,1,0,0,0,1,0,0,4,2,0,0,0,1,17.0,4.53333333333,1,0,0,0,0,0,Colbert
1,0,1,0,1,0,0,1,0,0,0,8,0,0,0,0,0,4.4,4.29411764706,5,0,1,0,0,1,Colbert
1,0,2,1,1,0,1,1,2,0,0,7,0,0,1,0,0,29.0,3.91304347826,1,0,0,0,0,0,Colbert
2,0,0,0,1,0,0,0,0,0,0,3,2,1,1,0,0,7.0,4.22222222222,3,0,0,0,0,0,Colbert
2,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,7.0,4.05,3,0,0,0,0,0,Colbert
4,0,0,1,1,0,1,0,0,0,0,4,0,2,0,0,0,7.33333333333,4.10526315789,3,0,0,0,0,0,Colbert
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6.0,5.4,1,0,0,0,0,0,Colbert
0,1,0,0,2,0,1,0,0,0,0,5,0,0,0,0,0,6.66666666667,4.0,3,0,0,0,0,0,Colbert
0,0,3,0,2,0,1,0,0,0,0,10,0,1,0,0,0,9.66666666667,3.79166666667,3,0,0,0,0,0,Colbert
0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,4.33333333333,6.63636363636,3,0,0,1,0,0,Colbert
0,2,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,7.33333333333,4.33333333333,3,0,0,0,1,1,Colbert
0,0,0,0,1,0,1,0,0,0,0,3,2,0,1,0,0,2.6,7.77777777778,5,0,0,1,0,1,Colbert
0,0,2,0,2,0,1,0,1,0,0,10,0,1,0,0,0,27.0,4.625,1,0,0,0,0,0,Colbert
0,1,0,1,0,0,1,1,0,0,0,4,0,1,1,0,0,16.0,3.91666666667,1,0,0,0,0,0,Colbert
2,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,8.33333333333,4.05263157895,3,0,1,0,0,1,Colbert
1,0,1,1,0,0,1,0,0,1,0,6,1,0,0,0,0,6.0,4.47619047619,5,0,1,0,1,0,Colbert
0,0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,0,6.66666666667,5.46153846154,3,0,0,0,0,0,Colbert
3,0,3,2,1,0,1,0,0,0,0,5,2,0,0,0,1,6.8,3.85185185185,5,0,0,0,0,0,Colbert
0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.0,5.4,1,0,0,0,0,0,Colbert
0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,4.0,4.88888888889,3,0,1,0,0,0,Colbert
2,0,2,0,1,0,0,0,0,0,0,3,0,4,0,1,0,4.4,4.23529411765,5,0,1,0,0,0,Colbert
1,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,7.0,3.6875,3,0,0,0,0,0,Colbert
1,0,0,1,0,1,0,0,0,0,0,5,0,2,0,0,1,29.0,4.36,1,0,0,0,0,0,Colbert
1,1,0,0,0,0,2,0,0,0,0,4,1,2,0,0,0,22.0,4.05882352941,1,0,0,0,0,0,Colbert
0,0,0,0,1,0,0,0,0,0,0,6,0,2,0,0,0,6.66666666667,3.58823529412,3,0,0,0,0,0,Colbert
0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,10.0,4.0,1,0,0,0,0,0,Colbert
1,0,2,0,0,0,1,0,0,0,0,6,0,0,0,0,0,7.66666666667,3.52631578947,3,0,0,0,0,0,Colbert
1,0,2,1,5,0,0,0,0,0,0,5,0,3,3,0,0,9.0,4.41666666667,3,0,2,0,0,1,Colbert
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10.0,4.0,1,0,0,0,0,0,Colbert
0,0,1,0,0,0,0,0,0,0,0,4,1,3,0,1,0,5.0,5.28571428571,3,0,0,1,0,0,Colbert
0,0,0,0,0,0,1,0,1,0,0,7,0,1,0,0,0,7.66666666667,4.57894736842,3,0,0,0,0,1,Colbert
0,0,1,0,0,1,0,0,0,0,0,5,1,1,0,0,0,23.0,3.95238095238,1,0,0,0,0,0,Colbert
1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,6.0,5.07692307692,3,0,1,0,0,0,Colbert
1,2,0,0,2,0,0,0,0,0,0,4,0,2,0,0,0,2.18181818182,4.77777777778,11,0,3,0,0,0,Colbert
0,0,1,2,3,0,0,0,0,0,0,5,0,0,0,0,0,9.33333333333,4.88888888889,3,0,0,0,0,0,Colbert
0,0,0,0,2,0,0,1,3,0,0,9,0,4,0,0,0,11.3333333333,3.96153846154,3,0,1,0,0,0,Colbert
2,0,2,0,1,0,0,0,0,0,0,5,0,3,1,0,0,22.0,4.2,1,0,0,0,0,0,Colbert
2,0,1,0,0,1,1,0,0,0,0,4,4,0,0,0,0,8.66666666667,3.95238095238,3,0,0,0,0,0,Colbert
1,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,3.0,4.66666666667,5,0,0,1,0,0,Colbert
0,2,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,8.0,3.95,3,0,1,0,0,0,Colbert
1,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,5.66666666667,4.25,3,0,0,0,0,1,Colbert
2,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,5.0,4.35714285714,3,0,0,1,0,0,Colbert
3,0,0,0,1,1,2,0,0,0,0,6,1,1,0,0,1,6.4,4.34782608696,5,0,1,0,0,3,Colbert
1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,10.0,3.625,1,0,0,0,0,0,Colbert
3,0,0,1,1,0,1,0,1,0,0,7,2,2,0,0,0,10.0,4.36,3,0,2,0,0,1,Colbert
2,1,1,0,0,0,2,0,0,0,0,2,1,3,1,0,0,8.0,3.77777777778,3,0,0,0,0,0,Colbert
1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,10.0,3.25,1,0,0,0,0,0,Colbert
0,0,0,0,2,0,0,0,0,0,0,4,2,1,0,0,0,7.0,4.63157894737,3,0,0,0,0,0,Colbert
0,1,1,0,1,0,1,0,0,0,0,5,4,0,0,0,0,9.66666666667,4.47826086957,3,0,0,0,0,0,Colbert
1,0,1,0,2,0,0,0,0,0,0,7,1,2,0,1,0,3.85714285714,4.69565217391,7,0,1,0,0,0,Colbert
0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,3.66666666667,5.33333333333,3,0,0,0,0,0,Colbert
4,0,1,1,0,0,2,0,0,0,0,5,0,1,1,0,0,8.0,3.73684210526,3,0,0,0,0,0,Colbert
0,1,2,0,0,0,1,0,0,0,0,4,0,3,1,0,0,16.0,4.69230769231,1,0,0,0,0,0,Colbert
2,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,6.33333333333,4.6875,3,0,0,0,0,0,Colbert
0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,4.0,6.2,3,0,0,0,0,0,Colbert
0,0,3,0,0,0,0,0,0,0,0,5,1,1,1,0,0,6.33333333333,4.77777777778,3,0,0,1,0,0,Colbert
2,0,0,0,1,1,2,0,0,0,0,3,1,0,0,0,0,17.0,3.69230769231,1,0,0,0,0,0,Colbert
0,0,1,0,2,0,0,0,0,0,0,4,3,0,0,0,1,5.4,5.13636363636,5,0,0,0,0,0,Colbert
1,1,1,1,1,0,0,1,0,0,0,6,0,2,0,0,0,9.0,3.85,3,0,1,0,0,1,Colbert
2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4.66666666667,5.33333333333,3,0,1,0,0,0,Colbert
0,1,1,0,0,0,1,0,3,0,0,7,0,2,0,0,0,9.33333333333,4.3,3,0,0,0,0,0,Colbert
1,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,11.0,3.9,1,0,0,0,0,0,Colbert
0,0,1,0,1,0,1,0,0,0,0,5,3,1,0,0,0,9.0,5.35,3,0,2,0,0,1,Colbert
0,0,2,0,1,0,1,0,1,0,0,8,0,1,0,1,0,9.33333333333,4.65217391304,3,0,0,0,0,0,Colbert
1,2,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,4.8,4.21052631579,5,0,2,0,0,0,Colbert
0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,6.66666666667,6.23076923077,3,0,0,0,0,0,Colbert
2,0,0,0,2,0,0,0,0,0,0,4,4,3,0,0,1,8.33333333333,4.71428571429,3,0,0,0,1,0,Colbert
0,2,0,1,1,0,3,0,0,0,0,5,0,1,0,0,0,8.66666666667,3.90476190476,3,0,0,0,0,0,Colbert
0,2,1,1,0,0,0,0,0,0,0,6,2,0,0,0,0,8.0,4.86363636364,3,0,0,0,0,0,Colbert
2,0,0,2,0,0,2,0,0,0,0,5,2,1,0,0,0,10.0,4.36,3,0,0,0,0,0,Colbert
5,0,1,0,2,1,0,0,0,0,0,5,0,1,0,0,0,5.4,4.27272727273,5,0,0,0,0,0,Colbert
0,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,5.33333333333,4.53846153846,3,0,1,0,0,0,Colbert
0,0,0,0,1,0,1,0,1,0,0,4,0,0,1,0,0,5.0,5.0,3,0,2,0,0,0,Colbert
0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,13.0,4.45454545455,1,0,0,0,0,0,Colbert
1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,14.0,5.38461538462,1,0,0,0,0,0,Colbert
1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,13.0,5.33333333333,1,0,0,0,0,0,Colbert
2,1,0,2,1,0,2,0,1,0,0,3,2,2,0,0,1,9.66666666667,4.22727272727,3,0,1,0,0,0,Colbert
1,1,2,0,0,1,0,1,2,0,0,7,2,1,0,0,0,3.85714285714,3.76470588235,7,0,1,0,0,0,Colbert
1,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,3.8,4.6875,5,0,1,0,0,0,Colbert
1,0,1,0,1,0,0,0,0,0,0,5,0,1,1,0,0,9.33333333333,3.52173913043,3,0,1,0,0,1,Colbert
1,0,1,1,1,0,0,0,0,0,0,6,0,2,1,0,0,25.0,4.09090909091,1,0,0,0,0,0,Colbert
0,2,1,0,1,0,0,0,0,0,0,2,4,3,2,1,1,9.0,3.83333333333,3,0,2,0,0,1,Colbert
0,0,3,0,0,0,0,0,0,0,0,6,1,1,1,0,0,4.4,5.22222222222,5,0,0,1,0,0,Colbert
2,0,0,2,0,0,1,0,0,0,0,6,0,4,0,0,1,26.0,4.375,1,0,0,0,0,0,Colbert
1,0,1,0,1,0,0,0,0,0,0,6,0,1,0,0,0,7.33333333333,4.82352941176,3,0,0,0,0,0,Colbert
1,0,0,1,2,0,0,0,1,0,0,11,0,0,0,0,0,7.66666666667,4.28571428571,3,0,0,0,0,0,Colbert
0,1,2,0,0,0,3,0,0,0,0,5,3,2,0,0,0,31.0,4.59090909091,1,0,1,0,0,0,Colbert
1,0,0,0,3,0,1,0,0,0,0,6,0,2,0,0,0,5.0,4.85,5,0,1,0,0,0,Colbert
1,0,1,0,1,0,0,0,1,0,0,5,0,3,1,1,0,6.66666666667,3.6875,3,0,0,0,0,0,Colbert
2,2,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,9.0,3.73913043478,3,0,0,0,0,0,Colbert
3,0,0,1,0,1,1,0,0,0,0,2,3,1,0,1,0,26.0,4.0,1,0,0,0,0,0,Colbert
2,1,0,0,0,1,2,0,0,0,0,3,2,1,0,0,0,3.85714285714,4.0,7,0,1,0,0,0,Colbert
6,1,0,0,0,0,1,0,0,0,0,6,0,5,2,0,0,10.0,3.61538461538,3,0,0,0,0,0,Colbert
2,1,0,0,1,0,0,0,2,0,0,4,2,5,1,0,0,5.8,3.5,5,0,1,0,0,0,Colbert
0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,2,3.6,6.13333333333,5,0,0,0,0,0,Colbert
