@relation twit_classification

@attribute average-len-sent numeric
@attribute 3person numeric
@attribute commas numeric
@attribute uppercase numeric
@attribute hashtags numeric
@attribute adverbs numeric
@attribute emoticons numeric
@attribute coord_conj numeric
@attribute multipleexclaimation numeric
@attribute 2person numeric
@attribute past-tense numeric
@attribute ellipses numeric
@attribute average-len-tokens numeric
@attribute dashes numeric
@attribute colons-semicolons numeric
@attribute number-sentences numeric
@attribute wh-words numeric
@attribute paranthesis numeric
@attribute 1person numeric
@attribute slang numeric
@attribute common-nouns numeric
@attribute proper-nouns numeric
@attribute mentions numeric
@attribute future-tense numeric
@attribute class {Popstarts, News}

@data
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5.0,4.6,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6.0,7.16666666667,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8.0,5.625,1,0,0,0,0,News
1,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,10.0,5.2,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,9.0,5.11111111111,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,9.0,5.66666666667,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,4,2,1,1,0,1,10.0,4.88888888889,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,8.0,5.25,1,0,0,0,0,News
0,0,0,0,1,0,0,1,1,0,0,6,0,0,0,0,1,11.0,4.22222222222,1,0,0,0,0,News
0,0,0,0,1,0,1,0,0,0,0,5,2,1,0,0,1,12.0,6.27272727273,1,0,0,0,0,News
0,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,8.0,5.16666666667,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.0,6.2,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,11.0,5.1,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,11.0,5.66666666667,1,0,0,0,0,News
0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,11.0,5.6,1,0,0,0,0,News
0,0,0,1,1,0,0,0,0,0,0,4,2,0,0,0,1,10.0,5.8,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,6.0,5.8,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,6.0,5.5,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3.33333333333,5.125,3,0,1,0,0,News
0,0,1,0,0,1,0,0,0,0,0,4,2,0,0,0,0,11.0,4.81818181818,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,9.0,5.44444444444,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,8.0,5.25,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,8.0,6.25,1,0,0,0,0,News
0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,1,9.0,4.77777777778,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,9.0,5.33333333333,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,9.0,4.33333333333,1,0,0,0,0,News
0,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,9.0,5.875,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,11.0,5.6,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9.0,5.11111111111,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,7.0,5.71428571429,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,8.0,4.875,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,3.66666666667,4.44444444444,3,0,0,0,0,News
0,0,0,1,1,0,0,1,0,0,1,6,3,0,0,0,0,19.0,5.70588235294,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7.0,5.28571428571,1,0,0,0,0,News
0,0,0,1,1,0,0,0,0,0,0,5,1,0,0,0,0,13.0,4.72727272727,1,0,0,0,0,News
0,0,0,1,0,0,0,1,0,0,0,1,5,1,0,0,0,12.0,4.81818181818,1,0,0,0,0,News
0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,11.0,4.2,1,0,0,0,0,News
0,0,0,0,1,0,1,1,0,0,1,7,2,1,1,0,0,24.0,4.38095238095,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,6.0,5.83333333333,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7.0,4.71428571429,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,10.0,4.88888888889,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,1,12.0,3.8,1,0,0,0,0,News
0,0,0,0,0,0,1,1,0,0,0,2,3,1,1,0,0,11.0,6.22222222222,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,7.0,5.28571428571,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,10.0,5.55555555556,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,12.0,4.36363636364,1,0,0,0,0,News
0,0,0,1,0,0,2,0,0,0,0,4,3,0,0,0,1,13.0,5.36363636364,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,8.0,6.625,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,8.0,4.57142857143,1,0,0,0,0,News
0,0,0,0,1,0,1,0,0,0,0,4,1,0,0,0,1,9.0,5.14285714286,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,9.0,5.5,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,6.0,5.16666666667,1,0,0,0,0,News
0,0,1,0,0,0,1,0,0,0,0,3,3,0,0,0,0,3.6,4.57142857143,5,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,7.0,5.28571428571,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,8.0,4.125,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,10.0,5.33333333333,1,0,0,0,0,News
0,0,0,1,0,0,0,0,0,0,0,3,0,2,1,0,0,9.0,3.55555555556,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,11.0,5.09090909091,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,6.0,7.0,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,9.0,5.0,1,0,0,0,0,News
0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,8.0,5.14285714286,1,0,0,0,0,News
0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,7.0,5.85714285714,1,0,0,0,0,News
0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,1,14.0,3.33333333333,1,0,0,0,0,News
0,0,1,0,1,0,1,0,0,0,0,1,1,3,1,0,0,14.0,3.81818181818,1,0,0,0,0,News
0,0,0,2,1,0,1,0,0,0,0,5,0,0,0,0,0,11.0,4.9,1,0,0,0,0,News
0,0,0,0,1,0,0,0,1,0,0,2,3,0,0,0,0,11.0,6.1,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,7.0,4.85714285714,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9.0,4.66666666667,1,0,0,0,0,News
0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,0,10.0,4.44444444444,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,13.0,5.16666666667,1,0,0,0,0,News
0,0,0,0,1,0,1,1,0,0,0,4,1,1,0,0,0,12.0,6.0,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,6.0,5.33333333333,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,8.0,5.75,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,7.0,5.71428571429,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,5.0,4.6,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,8.0,4.25,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.0,7.16666666667,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,9.0,5.0,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,9.0,5.88888888889,1,0,0,0,0,News
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8.0,4.375,1,0,0,0,0,News
0,0,0,0,1,0,0,1,0,0,0,6,3,0,0,0,0,4.33333333333,5.45454545455,3,0,0,0,0,News
0,0,0,0,2,0,0,1,0,0,0,3,2,0,0,0,0,12.0,5.18181818182,1,0,0,0,0,News
0,0,0,1,1,0,1,0,0,0,0,3,2,0,0,0,0,14.0,4.08333333333,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,9.0,6.44444444444,1,0,0,0,0,News
0,0,1,0,3,0,1,0,0,0,0,4,0,0,0,0,0,11.0,4.7,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9.0,4.11111111111,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,2,3,1,0,0,1,12.0,4.9,1,0,0,0,0,News
0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,1,7.0,5.42857142857,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,5.0,5.2,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,8.0,5.875,1,0,0,0,0,News
0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,5.0,6.5,1,0,0,0,0,News
0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,10.0,4.22222222222,1,0,0,0,0,News
1,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1,12.0,3.8,1,0,0,0,0,News
0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,9.0,4.875,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7.0,5.42857142857,1,0,0,0,0,News
0,0,0,0,1,0,0,1,0,0,1,6,3,1,0,1,2,22.0,4.7,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,9.0,5.33333333333,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,9.0,3.375,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,12.0,4.81818181818,1,0,0,0,0,News
0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,9.0,6.25,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,10.0,5.55555555556,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,1,11.0,5.1,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,10.0,6.6,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,8.0,5.16666666667,1,0,0,0,0,News
0,0,0,0,1,0,0,1,4,0,1,10,2,0,0,0,0,28.0,4.18181818182,1,0,0,0,0,News
0,0,1,0,0,1,1,0,0,0,0,6,0,0,0,0,0,14.0,3.18181818182,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,10.0,6.11111111111,1,0,0,0,0,News
0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,6.0,5.0,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5.0,5.6,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,10.0,4.7,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,8.0,4.5,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,11.0,6.2,1,0,0,0,0,News
0,0,1,0,1,0,0,0,0,0,0,4,4,0,0,0,1,4.66666666667,4.07692307692,3,0,1,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,7.0,5.0,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,8.0,5.14285714286,1,0,0,0,0,News
0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2.0,3.75,5,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,5.0,7.6,1,0,0,0,0,News
0,0,0,0,0,0,1,1,0,0,1,9,3,0,0,0,0,7.0,5.11111111111,3,0,0,1,0,News
0,0,1,0,0,0,0,1,0,0,0,5,1,1,0,0,1,10.0,5.77777777778,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6.0,6.0,1,0,0,0,0,News
0,0,0,0,1,0,0,0,2,0,0,4,1,0,0,0,0,14.0,4.3,1,0,0,0,0,News
0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,10.0,4.66666666667,1,0,0,0,0,News
0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,5.0,5.75,1,0,0,0,0,News
0,0,0,0,1,0,0,0,1,0,0,2,3,1,0,0,1,11.0,5.9,1,0,0,0,0,News
0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,8.0,4.85714285714,1,0,0,0,0,News
0,0,0,0,1,0,0,1,0,0,1,10,1,0,0,0,0,19.0,5.52941176471,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,11.0,5.77777777778,1,0,0,0,0,News
0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,1,10.0,4.71428571429,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,7.0,5.42857142857,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2.66666666667,4.71428571429,3,0,0,0,0,News
0,0,0,0,1,0,0,1,1,0,1,6,7,0,0,0,0,23.0,4.65,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,9.0,5.66666666667,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,14.0,5.0,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,7.0,6.33333333333,1,0,0,0,0,News
0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,7.0,4.5,1,0,0,0,0,News
0,0,0,0,1,0,2,0,0,0,0,7,1,0,0,0,0,2.8,4.77777777778,5,0,1,0,0,News
0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,1,11.0,3.77777777778,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,8.0,5.375,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,8.0,5.75,1,0,0,0,0,News
0,0,0,0,2,0,0,1,0,0,0,3,1,0,0,0,1,11.0,5.22222222222,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6.0,6.0,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5.0,6.8,1,0,0,0,0,News
0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,10.0,4.75,1,0,0,0,0,News
0,0,1,0,1,0,2,0,0,0,0,0,6,1,0,0,0,19.0,3.64705882353,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,10.0,6.11111111111,1,0,0,0,0,News
0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,10.0,5.5,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5.0,5.4,1,0,0,0,0,News
0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,11.0,4.5,1,0,0,0,0,News
0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,1,9.0,6.125,1,0,0,0,0,News
0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,9.0,5.66666666667,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,7.0,5.71428571429,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,7.0,4.85714285714,1,0,0,0,0,News
0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,8.0,6.71428571429,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,7.0,4.85714285714,1,0,0,0,0,News
0,0,1,1,1,0,0,0,0,0,0,1,2,1,0,0,0,5.0,4.42857142857,3,0,1,0,0,News
0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,6.0,5.5,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2.66666666667,5.42857142857,3,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7.0,5.57142857143,1,0,0,0,0,News
0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,8.0,4.625,1,0,0,0,0,News
0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,6.0,5.5,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,12.0,4.81818181818,1,0,0,0,0,News
0,0,0,0,2,0,0,1,0,0,0,3,2,1,0,0,0,14.0,5.07692307692,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9.0,4.55555555556,1,0,0,0,0,News
0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,7.0,4.28571428571,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,8.0,5.71428571429,1,0,0,0,0,News
0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5.0,6.6,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6.0,5.0,1,0,0,0,0,News
0,0,0,0,0,0,1,1,0,0,0,2,3,0,0,0,2,10.0,5.125,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,7.0,6.5,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11.0,6.0,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,7.0,8.14285714286,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,11.0,3.72727272727,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,7.0,4.28571428571,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,9.0,5.22222222222,1,0,0,0,0,News
0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,8.0,5.57142857143,1,0,1,0,0,News
0,0,0,0,0,0,0,1,0,0,0,4,1,2,0,0,0,14.0,4.33333333333,1,0,0,0,0,News
0,2,0,1,0,0,0,1,0,0,1,4,3,1,0,0,0,7.66666666667,4.84210526316,3,0,1,0,0,News
0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,11.0,4.5,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,6.0,6.33333333333,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,8.0,6.0,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.0,3.71428571429,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,7.0,5.71428571429,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,7.0,5.83333333333,1,0,0,0,0,News
1,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,10.0,5.55555555556,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,6.0,4.66666666667,1,0,0,0,0,News
0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,1,10.0,5.375,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,9.0,5.0,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,6.0,5.16666666667,1,0,0,0,0,News
0,0,0,0,1,0,2,1,1,0,0,4,3,0,0,0,0,15.0,4.90909090909,1,0,0,0,0,News
0,0,0,0,2,0,0,1,0,0,0,6,1,0,0,0,0,13.0,5.16666666667,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,10.0,5.33333333333,1,0,0,0,0,News
0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,10.0,5.6,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,3,1,2,0,0,0,10.0,4.55555555556,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6.0,6.5,1,0,0,0,0,News
0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8.0,5.375,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,7.0,4.42857142857,1,0,0,0,0,News
0,0,0,0,1,0,0,1,0,0,0,4,2,0,0,0,1,10.0,5.88888888889,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,9.0,5.75,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,9.0,4.77777777778,1,0,0,0,0,News
0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,1,0,4.66666666667,3.25,3,0,1,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,9.0,5.22222222222,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,12.0,5.0,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8.0,5.25,1,0,0,0,0,News
0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,9.0,6.71428571429,1,0,0,0,0,News
0,0,0,0,1,0,0,1,0,0,0,6,3,0,0,0,0,4.33333333333,5.45454545455,3,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2.66666666667,4.28571428571,3,0,1,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,12.0,4.33333333333,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,9.0,4.77777777778,1,0,0,0,0,News
0,0,0,0,0,0,0,1,1,0,0,3,5,1,0,0,2,14.0,4.16666666667,1,0,0,0,0,News
0,0,0,0,1,0,0,0,1,0,0,5,1,2,0,0,0,12.0,4.81818181818,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,10.0,5.6,1,0,0,0,0,News
0,0,0,0,2,0,1,0,2,0,0,5,1,1,0,0,0,17.0,3.78571428571,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,9.0,5.77777777778,1,0,0,0,0,News
0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,10.0,6.33333333333,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,7.0,5.85714285714,1,0,0,0,0,News
0,0,0,0,1,0,0,1,2,0,1,11,0,0,1,0,0,24.0,4.7,1,0,0,0,0,News
0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,9.0,4.66666666667,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,13.0,4.23076923077,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,7.0,5.0,1,0,0,0,0,News
0,0,0,0,0,0,1,1,0,0,0,3,2,1,0,0,1,11.0,4.44444444444,1,0,0,0,0,News
0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,2.2,4.0,5,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9.0,5.33333333333,1,0,0,0,0,News
0,0,0,0,0,0,0,1,1,0,0,4,3,0,0,0,0,13.0,4.72727272727,1,0,0,0,0,News
0,0,0,0,2,0,0,0,0,0,0,4,1,0,1,0,0,9.0,5.44444444444,1,0,0,0,0,News
0,0,0,0,1,0,2,0,0,0,0,3,3,1,0,0,1,14.0,5.16666666667,1,0,0,0,0,News
0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,9.0,6.5,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,1,13.0,4.72727272727,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,10.0,5.33333333333,1,0,0,0,0,News
1,0,0,1,0,0,0,1,1,0,0,2,2,2,0,0,1,14.0,4.33333333333,1,0,0,0,0,News
0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,10.0,5.33333333333,1,0,0,0,0,News
0,0,0,0,3,0,1,1,0,0,0,2,1,0,0,0,0,10.0,4.625,1,0,0,0,0,News
0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,7.0,4.0,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,8.0,4.375,1,0,0,0,0,News
0,0,0,0,1,0,0,0,1,0,0,2,4,0,0,0,0,11.0,4.5,1,0,0,0,0,News
0,0,0,1,2,0,0,0,0,0,0,3,1,0,0,0,0,13.0,4.46153846154,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7.0,5.28571428571,1,0,0,0,0,News
0,0,0,0,2,0,0,0,0,0,0,2,3,1,0,0,0,10.0,6.0,1,0,0,0,0,News
0,0,0,1,2,0,0,0,0,0,0,3,1,1,0,0,0,10.0,4.6,1,0,0,0,0,News
0,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0,0,11.0,5.22222222222,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8.0,5.375,1,0,0,0,0,News
0,0,0,0,0,0,3,1,0,0,1,5,2,1,0,0,0,20.0,6.33333333333,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,11.0,5.45454545455,1,0,0,0,0,News
0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,1,10.0,5.44444444444,1,0,0,0,0,News
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,9.0,4.33333333333,1,0,0,0,0,News
